=== FINAL SESSION METRICS ===
Timestamp: 2026-03-28 14:29:40
Session Duration: 09:59:53
Total Orders: 1560
Total Trades: 1329
Total Fees: 17.4679 USDT
Final Balance: 31.06 USDT
Overall Win Rate: 36.5%
Average TPM: 2.22

=== ACTIVE ASSET LIST ===
ETHUSDT: Trades: 1 | Win%: 0.0% | PnL: -0.07
1009  10M  ZECUSDT      LONG   219.1401   N/A        217.4283   -0.1983    0.0099     10     219.0100/216.8800      219.0700/216.8800      220.4000/216.8800      SL        
799   25M  XAUTUSDT     LONG   4497.0000  N/A        4491.1508  -0.0675    0.0180     100    4494.9000/4492.2000    4494.9000/4491.6000    4494.9000/4480.1000    SL        
996   5M   GUSDT        LONG   0.0035     N/A        0.0035     -0.0422    0.0101     10     0.0035/0.0035          0.0035/0.0035          0.0035/0.0035          SL        
1023  5M   GUNUSDT      LONG   0.0175     N/A        0.0174     -0.1891    0.0099     10     0.0176/0.0174          0.0176/0.0171          0.0176/0.0171          SL        
1021  5M   LPTUSDT      LONG   2.1031     N/A        2.0948     -0.1024    0.0099     10     2.1010/2.1000          2.1010/2.0940          2.1020/2.0940          SL        
820   5M   GIGGLEUSDT   LONG   24.0120    N/A        23.7376    -0.3544    0.0122     10     23.9900/23.9200        23.9900/23.8200        23.9900/23.8000        SL        
1024  5M   SXTUSDT      LONG   0.0161     N/A        0.0160     -0.0968    0.0099     10     0.0160/0.0160          0.0160/0.0160          0.0162/0.0160          SL        
1004  20M  VIRTUALUSDT  LONG   0.6696     N/A        0.6706     0.0334     0.0102     20     0.6735/0.6692          0.6847/0.6692          0.6847/0.6692          TSL       
998   5M   DRIFTUSDT    LONG   0.0669     N/A        0.0666     -0.1339    0.0101     10     0.0668/0.0668          0.0669/0.0666          0.0669/0.0666          SL        
970   10M  MEWUSDT      LONG   0.0006     N/A        0.0006     -0.0812    0.0105     10     0.0006/0.0006          0.0006/0.0006          0.0006/0.0006          SL        
1012  5M   POLUSDT      LONG   0.0936     N/A        0.0932     -0.1152    0.0099     10     0.0935/0.0933          0.0935/0.0928          0.0935/0.0927          SL        
994   10M  BATUSDT      LONG   0.0942     N/A        0.0938     -0.1279    0.0101     10     0.0941/0.0941          0.0941/0.0935          0.0944/0.0935          SL        
1022  5M   PENDLEUSDT   LONG   1.1742     N/A        1.1695     -0.1037    0.0099     10     1.1735/1.1735          1.1735/1.1659          1.1748/1.1659          SL        
990   20M  DOGEUSDT     LONG   0.0934     N/A        0.0935     0.0364     0.0102     10     0.0940/0.0933          0.0953/0.0933          0.0953/0.0930          TSL       
1000  5M   MUBARAKUSDT  LONG   0.0112     N/A        0.0111     -0.0656    0.0101     10     0.0112/0.0112          0.0112/0.0111          0.0112/0.0111          SL        
1025  5M   WETUSDT      LONG   0.1044     N/A        0.1041     -0.0648    0.0099     10     0.1043/0.1041          0.1043/0.1040          0.1043/0.1033          SL        
954   5M   QNTUSDT      LONG   70.9355    71.1300    71.0548    0.0542     0.0102     10     70.8700/70.8700        70.9000/70.8700        71.1700/70.8700        TSL       
783   5M   JSTUSDT      SHORT  0.0599     0.0594     0.0592     0.2536     0.0114     40     0.0600/0.0599          0.0602/0.0599          0.0602/0.0597          TSL       
962   5M   MERLUSDT     SHORT  0.0250     N/A        0.0252     -0.1360    0.0105     10     0.0251/0.0251          0.0251/0.0251          0.0252/0.0250          SL        
949   15M  TSMUSDT      SHORT  324.1079   N/A        325.0425   -0.0800    0.0104     10     324.8700/324.2700      325.0600/324.2700      325.2700/324.2700      SL        
1002  5M   HOLOUSDT     SHORT  0.0528     N/A        0.0530     -0.0635    0.0101     10     0.0529/0.0529          0.0529/0.0528          0.0529/0.0528          SL        
953   5M   MMTUSDT      SHORT  0.1068     N/A        0.1073     -0.1205    0.0106     10     0.1072/0.1069          0.1072/0.1068          0.1072/0.1068          SL        
989   20M  ADAUSDT      LONG   0.2500     N/A        0.2503     0.0227     0.0101     10     0.2510/0.2495          0.2527/0.2495          0.2527/0.2495          TSL       
1015  5M   BARDUSDT     LONG   0.3649     N/A        0.3631     -0.1286    0.0099     10     0.3646/0.3627          0.3646/0.3621          0.3646/0.3621          SL        
999   5M   GRIFFAINUSDT LONG   0.0105     N/A        0.0105     -0.0684    0.0101     10     0.0105/0.0105          0.0105/0.0104          0.0105/0.0104          SL        
1010  5M   WLDUSDT      SHORT  0.2720     N/A        0.2735     -0.1420    0.0099     10     0.2741/0.2723          0.2742/0.2720          0.2742/0.2717          SL        
1007  5M   ACUUSDT      SHORT  0.0863     N/A        0.0869     -0.1720    0.0099     10     0.0871/0.0864          0.0873/0.0864          0.0873/0.0862          SL        
1017  5M   XAGUSDT      LONG   69.9249    N/A        69.8630    -0.0266    0.0098     10     69.8800/69.8700        69.8800/69.8600        69.8800/69.8600        SL        
874   10M  POWERUSDT    LONG   0.0801     0.0811     0.0809     0.3401     0.0121     10     0.0800/0.0796          0.0805/0.0796          0.0814/0.0796          TSL       
731   5M   1000RATSUSDT SHORT  0.0514     0.0502     0.0493     0.9304     0.0121     10     0.0516/0.0513          0.0518/0.0513          0.0518/0.0512          TSL       
924   10M  DASHUSDT     SHORT  31.9640    N/A        32.2432    -0.2515    0.0113     10     32.0300/31.9800        32.0800/31.9800        32.2700/31.9800        SL        
997   5M   MOODENGUSDT  LONG   0.0457     0.0458     0.0458     0.0782     0.0102     10     0.0459/0.0456          0.0459/0.0456          0.0459/0.0456          TSL       
1003  5M   ACXUSDT      SHORT  0.0423     N/A        0.0424     -0.0802    0.0101     10     0.0424/0.0423          0.0424/0.0422          0.0424/0.0421          SL        
896   5M   COOKIEUSDT   SHORT  0.0152     0.0151     0.0152     0.1120     0.0118     10     0.0152/0.0152          0.0152/0.0152          0.0152/0.0152          TSL       
950   5M   EGLDUSDT     SHORT  3.8461     N/A        3.8604     -0.1041    0.0106     10     3.8480/3.8460          3.8520/3.8460          3.8580/3.8460          SL        
945   10M  ZECUSDT      SHORT  217.6733   N/A        219.1219   -0.1821    0.0106     10     218.4000/217.4800      219.1000/217.4500      219.1000/216.8800      SL        
922   10M  SPXUSDT      SHORT  0.2766     N/A        0.2779     -0.1436    0.0112     10     0.2768/0.2765          0.2775/0.2760          0.2782/0.2760          SL        
995   5M   NOTUSDT      SHORT  0.0004     N/A        0.0004     -0.0780    0.0101     10     0.0004/0.0004          0.0004/0.0004          0.0004/0.0004          SL        
957   15M  ESPUSDT      SHORT  0.0815     N/A        0.0818     -0.0912    0.0102     10     0.0816/0.0815          0.0819/0.0815          0.0824/0.0815          SL        
878   5M   CROUSDT      SHORT  0.0720     N/A        0.0723     -0.1175    0.0122     10     0.0720/0.0720          0.0720/0.0719          0.0720/0.0719          SL        
960   5M   APRUSDT      SHORT  0.1548     0.1543     0.1545     0.0622     0.0102     10     0.1550/0.1549          0.1551/0.1547          0.1551/0.1543          TSL       
860   5M   RVNUSDT      SHORT  0.0057     0.0056     0.0057     0.1908     0.0124     10     0.0057/0.0057          0.0057/0.0057          0.0057/0.0057          TSL       
988   10M  GRTUSDT      SHORT  0.0240     N/A        0.0241     -0.0943    0.0101     10     0.0241/0.0240          0.0241/0.0240          0.0243/0.0240          SL        
965   5M   ZECUSDT      SHORT  217.7700   N/A        218.4218   -0.0834    0.0105     10     218.1500/217.8000      218.3400/217.4500      219.1000/216.8800      SL        
916   10M  ADAUSDT      SHORT  0.2492     N/A        0.2502     -0.1215    0.0113     10     0.2496/0.2489          0.2500/0.2486          0.2510/0.2486          SL        
976   5M   YBUSDT       SHORT  0.1084     N/A        0.1089     -0.1174    0.0105     10     0.1087/0.1087          0.1089/0.1087          0.1095/0.1087          SL        
572   5M   WAVESUSDT    LONG   0.4239     0.4259     0.4268     0.1885     0.0134     10     0.4239/0.4233          0.4240/0.4233          0.4244/0.4233          TSL       
993   15M  SUSHIUSDT    SHORT  0.1913     N/A        0.1918     -0.0731    0.0101     10     0.1922/0.1914          0.1928/0.1913          0.1928/0.1913          SL        
819   5M   LIGHTUSDT    LONG   0.1592     N/A        0.1570     -0.4252    0.0122     10     0.1593/0.1581          0.1593/0.1578          0.1605/0.1578          SL        
977   5M   FOGOUSDT     SHORT  0.0170     N/A        0.0170     0.0114     0.0105     10     0.0170/0.0170          0.0170/0.0169          0.0170/0.0169          TSL       
991   5M   SHIBUSDT     SHORT  0.0000     N/A        0.0000     -0.0336    0.0101     10     0.0000/0.0000          0.0000/0.0000          0.0000/0.0000          SL        
985   5M   SKYAIUSDT    LONG   0.0638     N/A        0.0637     -0.0519    0.0101     10     0.0638/0.0636          0.0638/0.0636          0.0638/0.0636          SL        
714   5M   RESOLVUSDT   SHORT  0.0401     0.0397     0.0398     0.2746     0.0120     20     0.0403/0.0402          0.0403/0.0401          0.0404/0.0401          TSL       
984   5M   TSMUSDT      LONG   324.5322   324.8500   324.7063   0.0172     0.0104     10     324.8500/324.3300      324.8800/324.2700      325.0600/324.2700      TSL       
978   5M   ZKPUSDT      LONG   0.0707     N/A        0.0705     -0.0727    0.0105     10     0.0706/0.0706          0.0707/0.0705          0.0709/0.0704          SL        
959   5M   METUSDT      LONG   0.1451     N/A        0.1448     -0.0556    0.0102     10     0.1450/0.1449          0.1450/0.1449          0.1451/0.1448          SL        
982   10M  ZBTUSDT      SHORT  0.0694     N/A        0.0693     0.0105     0.0101     10     0.0695/0.0691          0.0695/0.0690          0.0695/0.0689          TSL       
981   5M   KNCUSDT      SHORT  0.1517     N/A        0.1520     -0.0535    0.0101     10     0.1523/0.1519          0.1523/0.1519          0.1523/0.1517          SL        
952   10M  XAIUSDT      SHORT  0.0091     N/A        0.0092     -0.1372    0.0106     10     0.0092/0.0092          0.0092/0.0091          0.0092/0.0091          SL        
983   5M   QQQUSDT      LONG   562.2510   N/A        561.8938   -0.0188    0.0090     10     561.9600/561.8800      561.9600/561.8800      561.9600/561.6100      SL        
963   5M   XRPUSDT      SHORT  1.3465     N/A        1.3490     -0.0533    0.0102     10     1.3485/1.3467          1.3497/1.3467          1.3515/1.3461          SL        
967   5M   GMXUSDT      SHORT  6.3678     N/A        6.3826     -0.0662    0.0105     10     6.3720/6.3670          6.3930/6.3670          6.4200/6.3670          SL        
827   5M   TRIAUSDT     LONG   0.0298     N/A        0.0294     -0.3890    0.0122     10     0.0299/0.0295          0.0300/0.0295          0.0300/0.0295          SL        
894   5M   ENJUSDT      SHORT  0.0199     0.0198     0.0198     0.0807     0.0118     10     0.0199/0.0199          0.0199/0.0198          0.0199/0.0198          TSL       
879   10M  FORMUSDT     SHORT  0.2522     0.2497     0.2506     0.2436     0.0122     10     0.2531/0.2516          0.2531/0.2496          0.2531/0.2496          TSL       
941   5M   GRTUSDT      SHORT  0.0240     N/A        0.0241     -0.0547    0.0107     10     0.0240/0.0240          0.0240/0.0240          0.0241/0.0240          SL        
971   5M   FLUXUSDT     SHORT  0.0480     N/A        0.0482     -0.0700    0.0105     10     0.0481/0.0481          0.0487/0.0481          0.0488/0.0481          SL        
906   5M   ZAMAUSDT     SHORT  0.0230     0.0228     0.0228     0.2188     0.0116     10     0.0232/0.0231          0.0232/0.0229          0.0232/0.0227          TSL       
875   5M   OPNUSDT      SHORT  0.1965     N/A        0.1973     -0.1321    0.0121     10     0.1968/0.1961          0.1972/0.1961          0.1972/0.1961          SL        
605   20M  B3USDT       LONG   0.0004     N/A        0.0004     -0.6518    0.0130     10     0.0004/0.0004          0.0004/0.0004          0.0004/0.0004          LIQ       
942   5M   ACXUSDT      LONG   0.0426     N/A        0.0425     -0.0958    0.0106     10     0.0426/0.0426          0.0426/0.0426          0.0426/0.0423          SL        
969   5M   WAXPUSDT     SHORT  0.0063     N/A        0.0063     -0.0789    0.0105     10     0.0063/0.0063          0.0064/0.0063          0.0064/0.0063          SL        
968   5M   ACHUSDT      SHORT  0.0063     N/A        0.0063     -0.0956    0.0105     10     0.0063/0.0063          0.0063/0.0063          0.0063/0.0063          SL        
901   5M   BOMEUSDT     LONG   0.0004     N/A        0.0004     -0.1354    0.0116     10     0.0004/0.0004          0.0004/0.0004          0.0004/0.0004          SL        
975   5M   GMEUSDT      SHORT  22.1289    N/A        22.2122    -0.1036    0.0105     10     22.2200/22.1500        22.2200/22.1500        22.2200/22.1500        SL        
973   5M   BROCCOLIUSDT SHORT  0.0119     N/A        0.0119     -0.0871    0.0105     10     0.0119/0.0119          0.0120/0.0119          0.0120/0.0119          SL        
972   5M   SUSDT        SHORT  0.0417     N/A        0.0418     -0.0335    0.0105     10     0.0418/0.0417          0.0418/0.0416          0.0418/0.0415          SL        
966   5M   ALICEUSDT    LONG   0.1075     N/A        0.1071     -0.0940    0.0105     10     0.1072/0.1071          0.1074/0.1068          0.1084/0.1068          SL        
854   10M  1000RATSUSDT SHORT  0.0510     0.0502     0.0497     0.6539     0.0124     10     0.0513/0.0510          0.0513/0.0505          0.0513/0.0481          TSL       
920   15M  1000RATSUSDT SHORT  0.0508     0.0495     0.0496     0.6741     0.0112     20     0.0512/0.0505          0.0512/0.0481          0.0512/0.0481          TSL       
927   5M   AXLUSDT      SHORT  0.0480     0.0478     0.0477     0.1172     0.0112     10     0.0481/0.0480          0.0481/0.0476          0.0481/0.0476          TSL       
937   5M   COAIUSDT     SHORT  0.2661     N/A        0.2664     -0.0413    0.0106     10     0.2663/0.2660          0.2665/0.2660          0.2669/0.2660          SL        
923   5M   EWYUSDT      LONG   120.1801   N/A        119.9980   -0.0474    0.0111     10     120.1100/120.1100      120.1100/120.0500      120.1100/119.9500      SL        
928   5M   GUSDT        SHORT  0.0035     0.0035     0.0035     0.0932     0.0112     10     0.0035/0.0035          0.0035/0.0035          0.0035/0.0035          TSL       
946   5M   WIFUSDT      SHORT  0.1796     N/A        0.1806     -0.1540    0.0106     10     0.1806/0.1796          0.1806/0.1796          0.1815/0.1796          SL        
926   10M  UMAUSDT      SHORT  0.3945     N/A        0.3942     0.0194     0.0112     10     0.3955/0.3931          0.3955/0.3930          0.3955/0.3915          TSL       
934   5M   LPTUSDT      SHORT  2.0930     N/A        2.0923     0.0033     0.0106     10     2.0950/2.0900          2.0950/2.0900          2.0950/2.0900          TSL       
944   10M  SOLUSDT      SHORT  82.9760    N/A        83.2893    -0.0990    0.0100     10     83.2980/82.9350        83.4660/82.9350        83.4690/82.9350        SL        
864   5M   LAUSDT       SHORT  0.1740     N/A        0.1752     -0.2207    0.0124     10     0.1742/0.1742          0.1743/0.1741          0.1748/0.1741          SL        
